"Data Source","World Development Indicators",

"Last Updated Date","2019-12-20",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"St. Lucia","LCA","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","97.1045532226563","97.8139801025391","","","","","","","","95.916618347168","","","","","","","","","","88.69969","88.5084","","","93.50638","92.30094","94.32459","93.79285","","","","","","","","","97.25495","98.48153","99.52849","",
"Latin America & Caribbean","LCN","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.9344100952148","93.5587692260742","94.151611328125","94.0195693969727","93.985237121582","94.0136413574219","94.1200866699219","95.7629470825195","94.9349517822266","95.5302276611328","96.3663787841797","96.8435592651367","96.5763","96.39779","96.41256","95.89789","95.64516","95.81856","95.8189","95.92781","95.31432","",
"Least developed countries: UN classification","LDC","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.5373001098633","67.986686706543","70.4014434814453","72.8797225952148","74.6117706298828","76.9060821533203","77.5768814086914","77.45492","78.41546","79.12591","79.72085","80.30556","79.80594","79.70334","79.42774","79.14846","",
"Low income","LIC","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.2172813415527","63.2336692810059","65.9076919555664","69.1639633178711","71.1532287597656","74.1695327758789","75.1872482299805","75.02886","76.383","77.36295","77.78202","78.70208","78.30641","78.51942","78.37906","78.14374","",
"Liechtenstein","LIE","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.0666","","","","","",
"Sri Lanka","LKA","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.71701","","97.17991","96.39743","95.92436","94.98211","92.58173","94.03663","94.00184","94.26084","95.53502","96.52967","","","","","",
"Lower middle income","LMC","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.89343","87.77168","87.29491","87.51809","87.55052","87.53525","",
"Low & middle income","LMY","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.3294525146484","88.26452","88.53445","88.69324","88.89573","88.96054","88.67112","88.75618","88.69143","88.62699","",
"Lesotho","LSO","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","71.6870880126953","","67.6435699462891","67.3541564941406","75.9138565063477","","76.2132034301758","77.1006088256836","69.3024673461914","70.5680923461914","69.8913803100586","69.2274627685547","72.9537734985352","71.9252395629883","72.5699462890625","74.3801116943359","73.4645462036133","74.3853302001953","74.7406921386719","73.4643402099609","72.066650390625","73.0450134277344","72.7883682250977","70.0666885375977","70.5043182373047","68.4924621582031","69.1257476806641","","61.1100883483887","57.6810607910156","77.49773","79.27996","81.63926","84.35274","84.34345","86.16209","88.33033","86.22376","88.07417","88.91254","90.33816","90.19989","90.5911","88.12718","88.86898","89.92804","91.9125","","","",
"Late-demographic dividend","LTE","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.66632","96.61392","96.62175","",
"Lithuania","LTU","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.1643829345703","","","","","98.45974","","","","","","","","","","","","","","","","",
"Luxembourg","LUX","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","91.8070068359375","90.9604187011719","92.5648880004883","91.6181030273438","91.2971496582031","91.472297668457","90.9609909057617","","","79.0142669677734","85.051872253418","83.2185211181641","82.16015625","","82.3887786865234","79.4354476928711","86.1367416381836","","","","","","","","","","","98.3998413085938","98.22612","97.02836","97.16085","96.15385","96.85886","98.26914","98.81302","98.80862","98.17434","","96.13582","95.66652","96.1628","96.36879","96.51262","98.29089","","","","",
"Latvia","LVA","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.9593","98.34055","98.28579","97.59639","97.32568","97.10992","98.29063","97.48798","97.82212","","",
"Macao SAR, China","MAC","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.5997619628906","","85.3053436279297","","","","","","","87.9837417602539","86.79958","84.52131","84.46863","84.70729","84.61418","84.84346","85.43398","86.15627","86.03832","85.11103","84.89596","85.63038","86.55914","88.30165","91.84989","94.39776","97.03167","96.965","96.42685","",
"St. Martin (French part)","MAF","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","30.4771099090576","33.4120407104492","35.634220123291","38.2369689941406","40.3668212890625","42.682731628418","45.2352714538574","46.0739707946777","48.4620513916016","50.5835800170898","49.7235488891602","48.4070205688477","46.9988899230957","45.9219284057617","44.5475196838379","45.7915000915527","45.7374496459961","46.6429595947266","48.8781700134277","51.818531036377","54.9063911437988","57.5625114440918","59.5168190002441","60.4805793762207","66.5651779174805","72.24134","77.18017","81.95041","83.68492","84.14041","85.17746","86.3512","87.97167","88.85931","89.02239","92.14432","93.38813","92.82141","94.29996","93.67329","","","97.02559","","",
"Monaco","MCO","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.08309","94.41983","95.74131","96.22566","96.50757","93.27367","90.85521","89.68594","89.9566","89.51627","90.14494","90.21977","90.45556","90.61525","89.93939","89.68644","89.77003","89.60835","90.07204","",
"Madagascar","MDG","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","63.0341911315918","","","","","","","","","","","","","","","","","64.8599472045898","63.8412704467773","","","","","57.5438919067383","56.9992294311523","","","65.1830062866211","66.72384","68.02313","68.78684","78.21286","","","","","","","","","","","","","","","","",
"Maldives","MDV","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.3699798583984","","95.7707138061523","97.50161","","98.51924","","","","","","","","","","","","","","97.00251","96.42033","","",
"Middle East & North Africa","MEA","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.6589813232422","79.7258529663086","81.2770462036133","83.7029571533203","86.0851974487305","86.9332122802734","87.7807998657227","88.319580078125","88.5216522216797","89.7294616699219","91.3039169311523","91.8754119873047","93.32226","93.59561","94.41876","93.60181","","","","","","",
"Mexico","MEX","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","80.1652603149414","","","","","","","","","","","","","","","","","","","","","","","","","","95.7825317382813","96.4291763305664","","","","","","","","","","","","","","","","","","","","","",
"Marshall Islands","MHL","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.63302","","","","74.83731","76.23719","","","",
"Middle income","MIC","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.92308","91.11373","91.06108","90.82684","90.91918","90.90217","90.90317","",
"North Macedonia","MKD","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.0797119140625","89.7835235595703","96.82453","94.31851","93.54963","92.18272","92.1476","93.58093","91.50251","90.59722","90.33859","91.34572","94.78137","","89.09018","88.23059","88.93431","91.91605","","","","",
"Mali","MLI","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","12.7998695373535","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.9082489013672","","","44.85731","44.80789","47.07999","50.07308","51.84314","54.17564","","","62.69748","64.10311","62.28596","","59.52374","56.81187","57.93754","63.5393","55.75683","",
"Malta","MLT","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","82.1649780273438","80.3983612060547","79.4051818847656","80.6344604492188","82.8757934570313","87.2652282714844","92.9330596923828","95.2898330688477","96.4881286621094","93.752571105957","91.7621307373047","93.35009765625","90.3146514892578","92.1427688598633","95.7693023681641","96.0487976074219","94.9028091430664","95.2509002685547","95.9714813232422","96.4247589111328","95.8748779296875","95.2358322143555","95.3114700317383","94.3003005981445","94.7893371582031","97.6520690917969","99.1323089599609","","","","","","","","","","","","","","","","","","","","","","",
"Myanmar","MMR","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","57.3828201293945","","63.2293510437012","56.1185607910156","","","","61.4659996032715","","","","","","","","","","","","","","","","","","","","","","88.66937","89.82453","88.2775","90.16079","88.7163","88.7964","88.03024","","89.43049","88.05623","88.4284","","","","","","","","","",
"Middle East & North Africa (excluding high income)","MNA","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.0084991455078","79.9793014526367","81.5421676635742","84.0778427124023","86.5801773071289","87.3933029174805","88.1385116577148","88.5328598022461","88.4852981567383","89.5260162353516","91.0445785522461","91.7244110107422","92.84013","93.13837","93.81885","93.07235","","","","","","",
"Montenegro","MNE","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.17193","","98.7813","98.85845","96.79964","96.58631","","","","97.80255","","","95.34561","93.13705","96.55796","","",
"Mongolia","MNG","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.9102935791016","85.2335433959961","86.2784271240234","90.1673431396484","91.6371078491211","93.86103","95.4896","94.1944","86.55749","92.87807","93.08856","98.16822","97.86082","","","","","96.79143","94.28091","94.66853","96.15388","","","","",
"Northern Mariana Islands","MNP","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","23.9294109344482","","","","","","34.8292083740234","","33.6776695251465","33.6030807495117","44.8472785949707","","48.0405616760254","47.2188415527344","43.8490104675293","","40.0523490905762","","38.9016189575195","37.3236389160156","35.8983116149902","36.6220588684082","38.6359710693359","","","43.1338005065918","46.9931907653809","50.99842","55.67982","52.92996","","66.03532","71.32799","75.45181","80.54017","84.04187","85.58978","86.85057","84.95111","85.24891","86.41766","87.33514","88.76509","88.72956","88.22894","92.4766","",
"Mauritania","MRT","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.4606285095215","48.4733390808105","52.7161598205566","","58.1593589782715","58.5284118652344","59.07196","62.51283","63.23849","66.98693","74.77657","73.94313","76.45345","77.78224","74.66639","73.64116","74.13788","75.13","74.4722","76.533","78.71735","","75.41915","80.42269","81.42558","",
"Mauritius","MUS","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","78.1631469726563","78.5188293457031","78.7863235473633","79.4603424072266","79.3035125732422","82.5552368164063","80.3444976806641","77.7245025634766","78.5736999511719","82.2786865234375","88.1068420410156","91.2448883056641","94.8332901000977","","98.6619186401367","","","","97.7968521118164","93.3327789306641","","93.3767700195313","94.1045837402344","95.0359497070313","97.0576629638672","97.9583892822266","","","","","","","95.10045","96.5796","","","","97.32628","","","94.79059","97.27399","","","","","","",
"Malawi","MWI","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.71025","","","","","","","","","","","","",
"Malaysia","MYS","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","83.219108581543","84.0625","85.0355911254883","","","","","","","","","","","","","","","","","","","","","","97.4963607788086","","","","95.5427017211914","94.8917465209961","98.51642","97.85567","96.5787","97.08177","99.439","99.71313","96.7945","96.08308","95.26292","97.34764","96.37475","","98.90222","","99.8099","","","","","",
"North America","NAC","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.65069","95.81151","95.64529","",
"Namibia","NAM","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Caledonia","NCL","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","7.5907301902771","8.18867015838623","","","","","","","","","","","","16.5322494506836","","","16.4707794189453","16.8833694458008","17.398229598999","16.0205497741699","","","","","18.5688495635986","19.1491508483887","20.8169498443604","21.67539","24.59737","27.44776","30.80566","33.72222","34.26441","35.68321","37.11957","","","48.73547","53.3845","55.382","55.31584","55.75472","57.2101","58.33642","","","",
"Nigeria","NGA","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.3944091796875","60.27744","","","","62.99102","63.65292","64.73516","64.01113","58.24456","59.56059","60.00594","","","","","","","","","",
"Nicaragua","NIC","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","55.8594512939453","","56.1354217529297","","","","","","","65.295280456543","","63.7816696166992","64.3984832763672","62.4613304138184","67.8885879516602","66.60693359375","67.9853134155273","68.4430770874023","66.4415969848633","68.2371292114258","70.4570617675781","74.3261413574219","75.004638671875","75.9550170898438","74.5048294067383","","","","83.4261016845703","86.54841","90.25137","96.78003","","","","98.57809","98.41874","99.14097","","97.59736","","","","","","","","","",
"Netherlands","NLD","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","93.7731170654297","93.0732574462891","92.5824890136719","91.779052734375","91.6494369506836","92.64697265625","93.1334762573242","93.6765518188477","94.3581771850586","94.520622253418","94.0062484741211","92.0320205688477","90.1283493041992","88.820930480957","88.272102355957","93.5243835449219","95.5069198608398","97.1758575439453","97.8301086425781","97.7739181518555","97.029541015625","95.6126708984375","95.4238204956055","98.7862396240234","99.0429611206055","99.1286697387695","99.4002532958984","","","","","","","","","","","","","","","","","","","","99.46792","","",
"Norway","NOR","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","99.9899063110352","","99.2841873168945","99.06591796875","","98.5842971801758","98.3648223876953","","97.606689453125","96.5146865844727","96.4219436645508","97.2358627319336","97.5995178222656","98.6519927978516","99.7849807739258","","99.7046508789063","98.850830078125","98.467399597168","98.1530380249023","98.307243347168","84.3402862548828","","","","","","99.89115","99.4396","98.66178","98.9296","99.1521","99.39836","99.31789","99.23571","99.50677","","","99.79021","","","","","",
"Nepal","NPL","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","34.3586616516113","36.4119491577148","","","","43.0138282775879","","","","","","","","","","","57.019229888916","64.11549","","","73.99543","74.78198","","","","","","","","","","","","","","","",
"Nauru","NRU","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.92308","","","","","","","",
"New Zealand","NZL","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","99.4593276977539","99.1427307128906","","","","","","","","","98.0142364501953","","","","","","","","98.8162307739258","97.3466873168945","","97.1795196533203","98.6350173950195","98.8826293945313","","","","","","","","","","","","","","","","","","97.68516","98.03091","98.92269","","","",
"OECD members","OED","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.0466766357422","95.9217681884766","95.8973999023438","96.2831420898438","95.7684020996094","95.9463577270508","96.1142883300781","96.6726531982422","96.8611831665039","97.0724716186523","97.0380096435547","96.7985992431641","96.53372","96.27163","96.23532","96.36372","96.64467","","97.07888","97.12684","96.71011","",
"Oman","OMN","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","4.90080976486206","9.40157985687256","14.5659999847412","16.678430557251","","22.5606899261475","25.9671192169189","","31.5941295623779","34.7855987548828","39.8961601257324","46.7511405944824","51.5505409240723","60.5319900512695","61.7043685913086","61.7355003356934","63.0911712646484","64.8000335693359","66.5647811889648","68.2015533447266","72.60009765625","74.5374374389648","75.8293228149414","77.8932189941406","79.3181381225586","82.0127029418945","","","","","","","","","","","","","99.67396","","","","","","","","",
"Other small states","OSS","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.3984375","82.4773864746094","82.853401184082","83.0134201049805","83.387580871582","84.14722","84.70037","85.0416","85.06345","85.12527","85.46628","85.81034","86.5754","86.29794","",
"Pakistan","PAK","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.56638","47.51588","54.43763","58.36306","53.48415","58.72754","59.20603","60.11687","60.55766","58.12014","58.22598","62.58336","60.37147","56.64671","60.7104","60.58481","62.15434","",
"Panama","PAN","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","74.6522521972656","82.8538208007813","85.3797225952148","87.3348999023438","","88.7824783325195","88.8024597167969","","90.7637710571289","89.5945892333984","88.2542572021484","86.9638595581055","85.9876098632813","84.7221527099609","84.3671188354492","85.0590286254883","84.5644226074219","85.6431198120117","85.0509414672852","86.7160797119141","86.8249206542969","","","","","","","","","92.7890167236328","94.67437","95.81135","97.73026","","","97.60254","98.25154","","96.95272","93.97832","95.54147","94.82927","94.39614","92.73396","90.46746","87.56354","","86.46573","","",
"Peru","PER","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","71.5622787475586","","","","","","","","","","","86.2830505371094","","","","","","","","","","","","89.8869400024414","","84.7695617675781","","","97.1201782226563","98.635383605957","99.54804","","","98.52722","","","","","","99.12406","","99.6342","93.99569","96.63623","95.54196","96.91169","","","","",
"Philippines","PHL","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","92.685791015625","94.293586730957","92.5831909179688","88.4019317626953","","93.919548034668","93.3128662109375","96.8185501098633","98.3128128051758","82.083740234375","","","","","","","","90.2497406005859","89.297981262207","","90.48919","91.35792","91.38405","90.90822","90.1468","88.48251","88.65842","89.86928","91.658","","","","","","96.23732","95.30311","95.18792","","",
"Palau","PLW","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.3316917419434","","","","","","","","","","","","","","","","","","","","","","","","","","","72.78155","","","",
"Poland","POL","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.9973678588867","96.71731","96.55528","95.6734","94.80835","94.01676","93.42242","93.46943","93.5375","93.55424","94.2048","94.70553","94.82616","95.58608","96.21966","96.15925","","","97.27989","","",
"Pre-demographic dividend","PRE","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.5028305053711","63.6532211303711","64.8154067993164","66.7961502075195","68.0567016601563","69.2879028320313","70.0126571655273","69.52193","70.65847","71.72031","71.68373","72.53638","72.37402","72.88062","72.73709","","",
"Puerto Rico","PRI","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.84468","89.51948","89.99319","88.45844","88.23688","85.88144","80.3519","","","",
"Korea, Dem. People’s Rep.","PRK","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.80684","","","","","","94.91913","","","","",
"Portugal","PRT","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","88.1164627075195","87.9526672363281","","92.2590408325195","93.1560287475586","95.6529235839844","","95.2927017211914","95.9062118530273","","","","","","","","","","99.0122985839844","","","98.11181640625","","","","","","","","","","","","","","","","","","","","98.43982","97.43018","96.6403","97.35343","","",
"Paraguay","PRY","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","78.643928527832","","70.4628067016602","","","78.2026214599609","79.1190872192383","80.1630172729492","81.8856735229492","83.1915512084961","85.3291931152344","87.3109512329102","","87.5393295288086","87.2453231811523","87.2404022216797","86.1452178955078","86.9918823242188","88.5460205078125","90.6252136230469","92.1667404174805","94.2123870849609","85.9672164916992","95.2744979858398","91.3884201049805","","94.5252685546875","","","98.198600769043","99.75763","99.4715","97.67724","97.10085","96.68678","97.13101","95.54297","93.56726","91.73074","90.42534","88.71191","89.99722","87.97838","","","","","","","",
"West Bank and Gaza","PSE","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.4560317993164","90.75855","89.26813","89.09324","88.5755","86.55687","83.63202","84.47141","84.31482","86.22457","87.98256","88.86332","90.53836","93.66842","95.14238","95.76764","95.87822","96.25543","97.14533","97.25022","",
"Pacific island small states","PSS","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.3605499267578","81.7994079589844","78.8417205810547","79.3155670166016","82.0178985595703","83.1442489624023","83.3473968505859","82.8764266967773","83.0168228149414","83.5726318359375","82.9313125610352","","","","","","","87.28916","86.38821","78.78416","","","",
"Post-demographic dividend","PST","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.2924880981445","96.444206237793","96.3813400268555","96.2589111328125","","95.75099","","95.95576","96.15748","","96.73114","96.67696","96.33925","",
"French Polynesia","PYF","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","74.5717315673828","83.7743682861328","85.7703399658203","84.3036117553711","","90.7753372192383","88.7176895141602","92.6021881103516","93.3121566772461","","92.9872207641602","","91.2198867797852","92.4998397827148","92.0686721801758","95.3049011230469","88.8478469848633","88.2330703735352","86.8906021118164","84.4659805297852","80.6263122558594","77.5297012329102","77.5398712158203","82.2445373535156","","","","","","97.84263","","","","","","96.85941","","","","","","","","95.02616","96.71293","96.99953","97.5693","99.45751","",
"Romania","ROU","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.4653396606445","83.3964996337891","88.3031234741211","89.7177581787109","89.7565536499023","93.5145263671875","90.8623123168945","90.77492","90.82164","93.70599","97.35769","","98.53716","96.45499","96.42742","96.11077","96.26787","95.85091","95.32278","94.03819","","","89.51947","87.5438","","","",
"Russian Federation","RUS","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.8928833007813","93.4922409057617","","","","","","","","","","","93.57329","94.21468","95.41766","97.14639","","","","","96.04486","97.29312","97.9711","","","",
"Rwanda","RWA","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","49.8981094360352","47.8293190002441","46.229061126709","","50.4121894836426","53.0279693603516","","","","","","","","","","","","","","","","","","","","","85.633186340332","","","82.45272","86.69476","","","","","","","","","","","","","99.47912","97.39013","95.54366","",
"South Asia","SAS","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.9288","90.71958","90.74347","",
